SalTime,VoucherTypeName,VchNo,Date,EffectiveDate,Narration,StateBuyer,Cancel,Refund,CustomerName,MailingName,CustomerWebID,CustomerTallyID,BillingAddress,ConsigneeName,ShippingAddress,BillingPinCode,ShippingPinCode,BillingPhoneNo,ShippingPhoneNo,TotalAmount,SalesTallyID,WebID,Action,BillingState,BillingCountry,ShippingState,ShippingCountry,Ledgerdetails,StockItem,DebitorCredit,BilledQty,AcutalQty,Rate,Discount,Amount,AccountingAllocations,BatchName,GodownName,BatchBilledQty,BatchActualQty,BatchRate,BatchDiscount,Agent,CostCentreName
NULL,Purchase Order,PO/AP/26/25-26,13-May-25,13-May-25,,NULL,NULL,REFUNDED,Zuari Cement Limited - Andharapradesh,Zuari Cement Limited - Andharapradesh,NULL,NULL,"Krishna Nagar, P.O.Yerraguntla,, Kadapa,, Andhra Pradesh.","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Cell.91715 81715",516311,517501,NULL,NULL,1496000.0,481,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Zuari Cement Limited - Andharapradesh', 'DebitorCredit': 'CR', 'Amount': 1496000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1496000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 163640.4}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 163640.4}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 140.8}]",Cement OPC 43 Grade in Bulker,DR,100.000 Ton,100.000 Ton,5313.00/Ton,0,-531300.0,"[{'LedgerName': 'Cement', 'Amount': -531300.0}]",Primary Batch,,100.000 Ton,100.000 Ton,5313.00/Ton,0,,
NULL,Purchase Order,PO/AP/26/25-26,13-May-25,13-May-25,,NULL,NULL,REFUNDED,Zuari Cement Limited - Andharapradesh,Zuari Cement Limited - Andharapradesh,NULL,NULL,"Krishna Nagar, P.O.Yerraguntla,, Kadapa,, Andhra Pradesh.","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Cell.91715 81715",516311,517501,NULL,NULL,1496000.0,481,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Zuari Cement Limited - Andharapradesh', 'DebitorCredit': 'CR', 'Amount': 1496000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1496000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 163640.4}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 163640.4}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 140.8}]",Cement OPC 53 Grade in Bulker,DR,120.000 Ton,120.000 Ton,5313.00/Ton,0,-637560.0,"[{'LedgerName': 'Cement', 'Amount': -637560.0}]",Primary Batch,,120.000 Ton,120.000 Ton,5313.00/Ton,0,,
NULL,Purchase Order,PO/AP/27/25-26,13-May-25,13-May-25,Being material Delivered to NDDB DS Site - Tirupati.,NULL,NULL,REFUNDED,Sri Devi Traders (N),Sri Devi Traders (N),NULL,NULL,"52/1, Muthusamy Street,, Erode -638001, 98654 50666, Sridevitraders777@gmail.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638001,517502,NULL,NULL,550.0,499,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Devi Traders (N)', 'DebitorCredit': 'CR', 'Amount': 550.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 550.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 83.88}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.12}]",Nylon Thread,DR,50.00 Nos,50.00 Nos,9.32/Nos,0,-466.0,"[{'LedgerName': 'Consumables', 'Amount': -466.0}]",Primary Batch,NDDB-Tirupati,50.00 Nos,50.00 Nos,9.32/Nos,0,,
NULL,Purchase Order,PO/AP/45/25-26,20-May-25,20-May-25,,NULL,NULL,REFUNDED,Tirupati Sales Corporation - Tirupati,Tirupati Sales Corporation - Tirupati,NULL,NULL,"13-7-796/ 18 D Tuda Office Road,, Korlagunta Area Ward No.13,, Tirupati -","R.R.Thulasi Builders ( I ) Pvt Ltd.,","C/o. Construction Of Kitchen Block, Tirumala - Tirupati - 517504, Cell.90034 46488",NULL,517504,NULL,NULL,26000.0,847,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Tirupati Sales Corporation - Tirupati', 'DebitorCredit': 'CR', 'Amount': 26000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 26000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 1983.05}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 1983.05}]",Thermoplastic Box 330x230x120mm,DR,10.00 Nos,10.00 Nos,2203.39/Nos,0,-22033.9,"[{'LedgerName': 'Electrical Goods', 'Amount': -22033.9}]",Primary Batch,Kitchen Block,10.00 Nos,10.00 Nos,2203.39/Nos,0,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD
NULL,Purchase Order,PO/AP/46/25-26,21-May-25,21-May-25,,NULL,NULL,REFUNDED,Sun Infra Solutions - Erode,Sun Infra Solutions - Erode,NULL,NULL,"361, Kunnathur Road, Perundurai, Erode - 638052",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai, ( NDDB ), Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715,90034 46488",638052,517502,NULL,NULL,2894298.0,854,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Sun Infra Solutions - Erode', 'DebitorCredit': 'CR', 'Amount': 2894298.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2894298.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 441503.1}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.1}]",Galvalume Sheet,DR,5537.00 Sqm,5537.00 Sqm,435.00/Sqm,0,-2408595.0,"[{'LedgerName': 'Galvalume Sheet', 'Amount': -2408595.0}]",Primary Batch,NDDB-Tirupati,5537.00 Sqm,5537.00 Sqm,435.00/Sqm,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/46/25-26,21-May-25,21-May-25,,NULL,NULL,REFUNDED,Sun Infra Solutions - Erode,Sun Infra Solutions - Erode,NULL,NULL,"361, Kunnathur Road, Perundurai, Erode - 638052",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai, ( NDDB ), Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715,90034 46488",638052,517502,NULL,NULL,2894298.0,854,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Sun Infra Solutions - Erode', 'DebitorCredit': 'CR', 'Amount': 2894298.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2894298.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 441503.1}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.1}]",Profiled Ridge (Color Coated Galvalume Sheet),DR,110.50 Sqm,110.50 Sqm,400.00/Sqm,0,-44200.0,"[{'LedgerName': 'Galvalume Sheet', 'Amount': -44200.0}]",Primary Batch,NDDB-Tirupati,110.50 Sqm,110.50 Sqm,400.00/Sqm,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/47/25-26,23-May-25,23-May-25,,NULL,NULL,REFUNDED,Zuari Cement Limited - Andharapradesh,Zuari Cement Limited - Andharapradesh,NULL,NULL,"Krishna Nagar, P.O.Yerraguntla,, Kadapa,, Andhra Pradesh.","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Cell.80985 77982",516311,517501,NULL,NULL,960000.0,979,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Zuari Cement Limited - Andharapradesh', 'DebitorCredit': 'CR', 'Amount': 960000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 960000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 105000.0}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 105000.0}]",Cement OPC 53 Grade in Bulker,DR,150.000 Ton,150.000 Ton,5000.00/Ton,0,-750000.0,"[{'LedgerName': 'Cement', 'Amount': -750000.0}]",Primary Batch,COC-Tirupati,150.000 Ton,150.000 Ton,5000.00/Ton,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/52/25-26,2-Jun-25,2-Jun-25,,NULL,NULL,REFUNDED,Ragul Earth Movers (MSME),Ragul Earth Movers (MSME),NULL,NULL,"3/930,Pillumadaikadu,Kadachanallur, P,O,, Komarapalayam Tk, Namakkal DT 638008, Ph No 9443242383, A/C-63807 31676",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638008,517502,NULL,NULL,736548.0,1342,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Ragul Earth Movers (MSME)', 'DebitorCredit': 'CR', 'Amount': 736548.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 736548.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 112354.81}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.19}]",JCB Rent (Days),DR,29.00 Days,29.00 Days,2903.22/Days,0,-84193.38,"[{'LedgerName': 'JCB Rent', 'Amount': -84193.38}]",Primary Batch,NDDB-Tirupati,29.00 Days,29.00 Days,2903.22/Days,0,,
NULL,Purchase Order,PO/AP/52/25-26,2-Jun-25,2-Jun-25,,NULL,NULL,REFUNDED,Ragul Earth Movers (MSME),Ragul Earth Movers (MSME),NULL,NULL,"3/930,Pillumadaikadu,Kadachanallur, P,O,, Komarapalayam Tk, Namakkal DT 638008, Ph No 9443242383, A/C-63807 31676",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638008,517502,NULL,NULL,736548.0,1342,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Ragul Earth Movers (MSME)', 'DebitorCredit': 'CR', 'Amount': 736548.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 736548.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 112354.81}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.19}]",Jcb (Month),DR,6.00 Month,6.00 Month,90000.00/Month,0,-540000.0,"[{'LedgerName': 'JCB Rent', 'Amount': -540000.0}]",Primary Batch,NDDB-Tirupati,6.00 Month,6.00 Month,90000.00/Month,0,,
NULL,Purchase Order,PO/AP/53/25-26,2-Jun-25,2-Jun-25,,NULL,NULL,REFUNDED,Ragul Earth Movers (MSME),Ragul Earth Movers (MSME),NULL,NULL,"3/930,Pillumadaikadu,Kadachanallur, P,O,, Komarapalayam Tk, Namakkal DT 638008, Ph No 9443242383, A/C-63807 31676",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638008,517502,NULL,NULL,826000.0,1343,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Ragul Earth Movers (MSME)', 'DebitorCredit': 'CR', 'Amount': 826000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 826000.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 126000.0}]",Hitachi Rent,DR,500.00 hr,500.00 hr,1400.00/hr,0,-700000.0,"[{'LedgerName': 'Hitatchi Rent', 'Amount': -700000.0}]",Primary Batch,NDDB-Tirupati,500.00 hr,500.00 hr,1400.00/hr,0,,
NULL,Purchase Order,PO/AP/54/25-26,2-Jun-25,2-Jun-25,,NULL,NULL,REFUNDED,G.Boopathi & Co - Salem (MSME),G.Boopathi & Co - Salem (MSME),NULL,NULL,"4/286-2,S.K.Nagar,Vellagoundanor,, Kattuvalasu,Pachanampatti (Po), Omalur -DK, Salem -Dt -636455, Cell-99439 05151",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",636455,517502,NULL,NULL,846720.0,1345,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'G.Boopathi & Co - Salem (MSME)', 'DebitorCredit': 'CR', 'Amount': 846720.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 846720.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 90720.0}]",Flyash Bricks (12%),DR,90000.00 Nos,90000.00 Nos,8.40/Nos,0,-756000.0,"[{'LedgerName': 'Flyash Bricks', 'Amount': -756000.0}]",Primary Batch,NDDB-Tirupati,90000.00 Nos,90000.00 Nos,8.40/Nos,0,,
NULL,Purchase Order,PO/AP/56/25-26,2-Jun-25,2-Jun-25,"Being material Delivered to NDDB DS Site - Tirupati,",NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",517505,517502,NULL,NULL,309973.0,1444,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 309973.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 309973.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 7380.31}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 7380.31}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.12}]",Wetmix (Metal),DR,10735.00 CFT,10735.00 CFT,27.50/CFT,0,-295212.5,"[{'LedgerName': 'Blue Metal', 'Amount': -295212.5}]",Primary Batch,NDDB-Tirupati,10735.00 CFT,10735.00 CFT,27.50/CFT,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/57/25-26,2-Jun-25,2-Jun-25,"Being material Delivered to NDDB DS Site - Tirupati,",NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",517505,517502,NULL,NULL,122304.0,1445,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 122304.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 122304.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 2912.0}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 2912.0}]",40mm Metal,DR,4160.00 CFT,4160.00 CFT,28.00/CFT,0,-116480.0,"[{'LedgerName': 'Blue Metal', 'Amount': -116480.0}]",Primary Batch,NDDB-Tirupati,4160.00 CFT,4160.00 CFT,28.00/CFT,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/58/25-26,2-Jun-25,2-Jun-25,,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,418219.0,1480,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 418219.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 418219.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 9957.6}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 9957.6}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.2}]",Sand (Cft),DR,16596.00 CFT,16596.00 CFT,24.00/CFT,0,-398304.0,"[{'LedgerName': 'Sand', 'Amount': -398304.0}]",Primary Batch,COC-Tirupati,16596.00 CFT,16596.00 CFT,24.00/CFT,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/59/25-26,2-Jun-25,2-Jun-25,Being material Delivered to COC Site - Tirupati,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,865022.0,1493,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 865022.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 865022.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 20595.75}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 20595.75}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.5}]",Metal 20mm,DR,23538.00 CFT,23538.00 CFT,35.00/CFT,0,-823830.0,"[{'LedgerName': 'Blue Metal', 'Amount': -823830.0}]",Primary Batch,COC-Tirupati,23538.00 CFT,23538.00 CFT,35.00/CFT,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/60/25-26,2-Jun-25,2-Jun-25,Being material Delivered to COC Site - Tirupati,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,647378.0,1497,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 647378.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 647378.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 15413.75}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 15413.75}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.5}]",Metal 12mm,DR,22420.00 CFT,22420.00 CFT,27.50/CFT,0,-616550.0,"[{'LedgerName': 'Blue Metal', 'Amount': -616550.0}]",Primary Batch,COC-Tirupati,22420.00 CFT,22420.00 CFT,27.50/CFT,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/61/25-26,2-Jun-25,2-Jun-25,Being material Delivered to COC Site - Tirupati,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,630924.0,1501,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 630924.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 630924.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 15022.0}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 15022.0}]",Sand (Cft),DR,21460.00 CFT,21460.00 CFT,28.00/CFT,0,-600880.0,"[{'LedgerName': 'Sand', 'Amount': -600880.0}]",Primary Batch,COC-Tirupati,21460.00 CFT,21460.00 CFT,28.00/CFT,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/49/25-26,6-Jun-25,6-Jun-25,,NULL,NULL,REFUNDED,Lakshmi Narayana Enterprises,Lakshmi Narayana Enterprises,NULL,NULL,"#1-1,87,Beri Street,Opp.Andhra Bank,, Tirupathi-517501.",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715",517501,517502,8555865708,NULL,12227.0,1174,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Lakshmi Narayana Enterprises', 'DebitorCredit': 'CR', 'Amount': 12227.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 12227.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.14}]","PVC Tee 110mm ID (4"")",DR,1.00 Nos,1.00 Nos,140.00/Nos,0,-140.0,"[{'LedgerName': 'Pipes & Fittings', 'Amount': -140.0}]",Primary Batch,NDDB Dairy Service,1.00 Nos,1.00 Nos,140.00/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/49/25-26,6-Jun-25,6-Jun-25,,NULL,NULL,REFUNDED,Lakshmi Narayana Enterprises,Lakshmi Narayana Enterprises,NULL,NULL,"#1-1,87,Beri Street,Opp.Andhra Bank,, Tirupathi-517501.",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715",517501,517502,8555865708,NULL,12227.0,1174,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Lakshmi Narayana Enterprises', 'DebitorCredit': 'CR', 'Amount': 12227.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 12227.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.14}]","PVC Elbow 90 Deg 110mm ID (4"")",DR,2.00 Nos,2.00 Nos,85.00/Nos,0,-170.0,"[{'LedgerName': 'Pipes & Fittings', 'Amount': -170.0}]",Primary Batch,NDDB Dairy Service,2.00 Nos,2.00 Nos,85.00/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/49/25-26,6-Jun-25,6-Jun-25,,NULL,NULL,REFUNDED,Lakshmi Narayana Enterprises,Lakshmi Narayana Enterprises,NULL,NULL,"#1-1,87,Beri Street,Opp.Andhra Bank,, Tirupathi-517501.",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715",517501,517502,8555865708,NULL,12227.0,1174,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Lakshmi Narayana Enterprises', 'DebitorCredit': 'CR', 'Amount': 12227.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 12227.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.14}]","Rigid PVC Pressure Pipe 110mm OD (4"") 6kgf /cm2",DR,24.00 Rmt,24.00 Rmt,183.66/Rmt,0,-4407.84,"[{'LedgerName': 'Pipes & Fittings', 'Amount': -4407.84}]",Primary Batch,NDDB Dairy Service,24.00 Rmt,24.00 Rmt,183.66/Rmt,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/49/25-26,6-Jun-25,6-Jun-25,,NULL,NULL,REFUNDED,Lakshmi Narayana Enterprises,Lakshmi Narayana Enterprises,NULL,NULL,"#1-1,87,Beri Street,Opp.Andhra Bank,, Tirupathi-517501.",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, Cell.91715 81715",517501,517502,8555865708,NULL,12227.0,1174,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Lakshmi Narayana Enterprises', 'DebitorCredit': 'CR', 'Amount': 12227.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 12227.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 932.56}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.14}]","Rigid PVC Pressure Pipe 75mmOD (2 1/2"") 6 Kg/CM2",DR,30.00 Rmt,30.00 Rmt,120.33/Rmt,0,-3609.9,"[{'LedgerName': 'Pipes & Fittings', 'Amount': -3609.9}]",Primary Batch,NDDB Dairy Service,30.00 Rmt,30.00 Rmt,120.33/Rmt,0,NDDB Tirupati,NDDB Tirupati
